,main_category,location,model,price,page,weekday,region,colour_type
69802,3,3,1,55,3,1,1,1
69803,3,5,2,26,3,1,1,2
69804,3,4,1,48,3,1,1,2
69805,3,2,1,28,3,1,1,4
69806,3,1,1,38,3,1,1,4
69807,3,2,1,48,1,1,1,3
69808,3,6,1,48,1,1,1,1
69809,3,2,1,33,1,1,1,1
69810,3,4,2,28,1,1,1,5
69811,3,1,1,57,2,1,1,1
69812,3,2,1,43,2,1,1,3
69813,3,4,2,52,2,1,1,1
69814,3,3,1,28,2,1,1,1
69815,3,6,1,43,2,1,1,1
69816,3,6,1,48,2,1,1,3
69817,3,6,1,50,2,1,1,5
69818,3,3,1,48,2,1,1,3
69819,3,2,2,28,3,1,1,1
69820,3,2,1,28,3,1,1,3
69821,3,3,1,55,3,1,1,1
69822,3,2,1,28,3,1,1,4
69823,3,5,2,20,3,1,1,5
69824,3,5,1,48,2,1,1,1
69825,2,1,1,38,2,1,1,4
69826,2,2,1,38,2,1,1,3
69827,2,2,1,38,2,1,1,3
69828,2,5,1,38,2,1,1,1
69829,1,2,1,43,1,1,1,3
69830,1,2,1,62,2,1,1,2
69831,3,6,1,48,2,1,1,3
69832,3,5,2,20,3,1,1,5
69833,3,5,2,20,3,1,1,5
69834,2,5,1,38,1,1,1,5
69835,2,5,1,38,1,1,1,5
69836,1,1,1,43,1,1,1,3
69837,1,1,1,43,1,1,1,3
69838,1,1,1,72,1,1,1,3
69839,1,2,1,43,1,1,1,3
69840,1,2,1,43,1,1,1,3
69841,1,4,1,38,1,1,1,3
69842,1,4,1,38,1,1,1,2
69843,1,6,1,33,1,1,1,1
69844,1,3,1,82,1,1,1,3
69845,1,3,1,62,1,1,1,3
69846,1,3,1,43,1,1,1,3
69847,1,2,1,43,1,1,1,3
69848,1,2,1,43,1,1,1,3
69849,1,1,1,72,1,1,1,3
69850,1,2,2,38,1,1,1,3
69851,1,3,1,62,1,1,1,3
69852,1,4,1,38,1,1,1,3
69853,1,5,1,60,1,1,1,3
69854,1,6,1,38,1,1,1,2
69855,1,4,1,38,1,1,1,3
69856,1,1,1,72,1,1,1,3
69857,1,1,1,43,1,1,1,3
69858,2,6,2,38,1,1,1,1
69859,1,1,1,43,1,1,1,3
69860,1,4,1,38,1,1,1,3
69861,1,1,1,43,1,1,1,3
69862,1,1,1,62,2,1,1,1
69863,1,2,1,62,2,1,1,2
69864,1,5,1,38,2,1,1,2
69865,1,5,1,38,2,1,1,1
69866,1,1,1,62,2,1,1,1
69875,3,3,1,48,1,1,1,4
69876,3,2,1,48,1,1,1,3
69877,3,6,1,48,1,1,1,5
69878,3,3,1,48,1,1,1,1
69879,3,6,1,28,1,1,1,4
69880,3,4,2,28,2,1,1,2
69881,3,4,2,52,2,1,1,1
69882,3,5,2,26,3,1,1,2
69883,3,4,1,28,3,1,1,1
69884,3,1,2,33,4,1,1,4
69885,3,1,2,57,4,1,1,1
69886,3,1,1,48,4,1,1,4
69887,3,2,2,52,4,1,1,4
69888,3,2,2,28,3,1,1,1
69889,3,1,1,43,3,1,1,2
69890,3,4,2,28,2,1,1,2
69891,3,3,1,33,2,1,1,2
69892,3,2,1,33,2,1,1,3
69893,3,6,1,43,2,1,1,1
69894,2,4,1,57,2,1,1,5
69895,2,4,1,67,1,1,1,2
69896,2,5,2,62,1,1,1,3
69897,2,5,1,38,1,1,1,5
69898,3,5,1,23,1,1,1,5
69906,3,2,1,43,2,1,4,3
69907,2,6,2,38,1,1,4,1
69908,2,4,1,43,1,1,4,2
69909,1,2,2,38,1,1,1,3
69910,1,2,1,43,1,1,1,3
69915,1,1,1,43,1,1,1,3
69916,1,3,1,43,1,1,1,3
69917,1,2,1,43,1,1,1,3
69918,1,4,1,38,1,1,1,3
69919,1,3,1,82,1,1,1,3
69921,1,1,1,28,1,1,1,4
69922,1,5,1,28,1,1,1,1
69923,1,1,1,62,2,1,1,1
69924,1,6,1,33,2,1,1,1
69925,1,6,1,33,2,1,1,1
69926,1,1,2,33,2,1,1,3
69927,1,1,2,33,2,1,1,3
69928,1,1,1,43,1,1,1,3
69929,1,1,1,43,1,1,1,3
69930,3,5,2,20,3,1,1,5
69931,3,5,2,26,3,1,1,2
69934,1,2,1,43,1,1,1,3
69935,1,2,2,38,1,1,1,3
69938,1,3,1,82,1,1,1,3
69939,1,1,1,62,2,1,1,1
69940,1,3,1,38,2,1,1,2
69941,1,3,1,38,2,1,1,2
69942,1,4,1,38,2,1,1,1
69943,1,4,1,38,2,1,1,1
69957,1,1,2,38,2,1,1,2
69958,1,4,1,62,1,1,1,3
69959,1,1,1,28,1,1,1,4
69960,1,5,2,33,1,1,1,1
69961,1,5,2,33,1,1,1,1
69962,2,2,1,52,1,1,1,4
69963,1,2,1,43,1,1,1,3
69964,1,6,1,38,1,1,1,2
69965,3,1,1,48,2,1,1,3
69966,1,1,1,62,3,1,1,1
69967,1,3,1,82,1,1,1,3
69968,1,5,2,33,1,1,1,1
69969,1,4,1,38,1,1,1,2
69970,1,4,1,38,1,1,1,2
69971,3,5,2,26,3,1,1,2
69972,3,5,1,48,1,1,1,5
69973,4,5,2,38,1,1,1,2
69974,4,4,2,48,5,1,1,1
69975,4,2,1,28,4,1,1,1
69976,4,1,2,33,4,1,1,1
69977,4,6,2,38,3,1,1,2
69978,4,1,1,33,2,1,1,2
69979,3,4,1,48,3,1,1,2
69980,3,5,2,26,3,1,1,2
69981,3,2,2,28,3,1,1,1
69982,3,5,1,33,2,1,1,2
69983,2,1,1,67,2,1,1,3
69984,2,2,1,57,2,1,1,3
69985,2,1,1,43,2,1,1,4
69986,2,3,1,38,2,1,1,1
69987,2,3,1,57,2,1,1,2
69988,2,3,1,57,2,1,1,2
69989,2,2,1,52,1,1,1,4
69990,2,1,2,57,1,1,1,3
69991,2,6,2,38,1,1,1,1
69992,2,5,1,38,1,1,1,5
69993,3,4,1,28,3,1,1,1
69994,3,1,1,38,3,1,1,4
69995,3,2,1,28,3,1,1,4
69996,3,2,1,28,3,1,1,3
69997,3,6,1,57,3,1,1,1
70011,1,2,1,43,1,1,1,3
70012,1,2,1,43,1,1,1,3
70013,3,4,2,52,2,1,1,1
70026,3,5,1,33,1,1,1,1
70027,3,6,1,48,1,1,1,1
70028,3,3,1,28,2,1,1,1
70029,3,5,1,33,2,1,1,3
70030,3,5,1,33,2,1,1,3
70031,3,5,1,48,2,1,1,1
70032,3,5,1,48,2,1,1,1
70033,3,6,1,48,2,1,1,3
70034,3,6,1,48,2,1,1,3
70035,3,2,1,43,2,1,1,3
70036,3,6,1,43,2,1,1,1
70037,3,2,1,28,3,1,1,4
70038,3,5,1,20,3,1,1,1
70039,2,1,1,52,1,1,1,3
70040,2,1,1,57,1,1,1,2
70041,2,1,1,57,1,1,1,2
70042,2,1,2,57,1,1,1,3
70043,2,6,2,38,1,1,1,1
70044,1,4,1,38,1,1,1,3
70045,1,4,1,38,1,1,1,3
70046,1,6,1,62,1,1,1,2
70047,1,6,1,38,1,1,1,2
70048,1,6,1,38,1,1,1,2
70049,1,1,1,62,2,1,1,1
70050,1,5,1,38,2,1,1,2
70051,1,5,2,62,2,1,1,1
70052,1,4,1,38,2,1,1,1
70053,1,6,2,33,2,1,1,1
70054,1,6,2,33,2,1,1,1
70055,1,3,1,38,2,1,1,2
70056,1,3,1,38,2,1,1,2
70057,1,4,1,60,2,1,1,2
70058,1,4,1,60,2,1,1,2
70059,1,2,1,43,3,1,1,2
70060,1,2,2,38,3,1,1,2
70061,1,2,2,38,3,1,1,2
70062,1,6,1,62,1,1,1,2
70063,1,6,1,38,2,1,1,2
70064,1,1,1,62,3,1,1,2
70067,2,1,2,57,1,1,1,3
70098,3,3,1,48,1,1,1,4
70099,3,5,2,26,3,1,1,2
70100,3,2,2,52,4,1,1,4
70101,2,3,1,57,2,1,1,4
70139,3,2,1,28,3,1,2,4
70142,1,5,2,33,1,1,2,1
70143,1,4,1,38,2,1,2,1
70144,1,4,1,38,2,1,2,1
70187,1,5,2,33,1,1,1,1
70188,1,6,2,33,2,1,1,1
70189,1,3,1,55,2,1,1,3
70190,1,4,1,60,2,1,1,2
70191,1,5,1,60,1,1,1,3
70192,1,2,1,43,1,1,1,3
70196,3,5,1,48,1,1,2,5
70505,3,3,1,48,1,1,1,4
70506,3,5,1,23,1,1,1,5
70507,2,6,2,38,1,1,1,1
70533,1,5,2,33,1,1,2,1
70578,1,1,1,28,1,1,1,4
70579,3,1,1,43,1,1,1,3
70620,3,1,2,57,4,1,1,1
70621,3,1,2,57,4,1,1,1
70622,1,4,1,38,1,1,1,2
70680,1,6,1,38,1,1,1,2
70681,1,5,1,28,1,1,1,1
70682,1,6,1,62,1,1,1,2
70683,1,5,1,60,1,1,1,3
70684,1,4,1,62,1,1,1,3
70685,2,4,1,67,1,1,1,2
70686,2,4,1,38,1,1,1,2
70687,2,5,1,62,1,1,1,2
70688,2,2,1,52,1,1,1,4
70689,2,1,1,52,1,1,1,3
70690,2,3,1,38,1,1,1,1
70691,3,1,1,43,1,1,1,3
70692,3,2,1,48,1,1,1,2
70693,3,1,2,28,1,1,1,2
70694,3,3,2,48,1,1,1,2
70695,3,1,2,48,2,1,1,4
70696,3,1,1,57,2,1,1,1
70697,3,2,1,33,2,1,1,3
70698,3,3,1,33,2,1,1,2
70699,3,4,2,28,2,1,1,2
70700,3,6,1,50,2,1,1,5
70701,3,4,1,28,3,1,1,1
70702,3,3,1,55,3,1,1,3
70703,3,6,1,38,3,1,1,1
70704,3,2,2,28,3,1,1,1
70705,3,5,2,20,3,1,1,5
70706,3,1,2,33,4,1,1,4
70707,1,1,1,62,2,1,1,1
70708,1,1,1,62,3,1,1,2
70813,1,5,2,33,1,1,1,1
70814,1,5,2,33,1,1,1,1
70815,1,4,1,38,2,1,1,1
70816,3,1,2,23,1,1,1,1
70817,2,5,2,33,2,1,1,1
70818,2,2,1,38,2,1,1,3
70819,2,2,1,38,2,1,1,3
70820,1,1,1,72,1,1,1,3
70821,3,5,1,48,2,1,1,1
70822,3,6,1,57,3,1,1,1
70823,1,2,1,28,3,1,1,1
70847,1,5,1,38,2,1,1,1
70848,1,5,1,38,2,1,1,1
70849,1,4,1,38,2,1,1,1
70850,1,5,2,62,2,1,1,1
70851,3,3,2,48,1,1,1,2
70852,3,3,2,48,1,1,1,2
70853,2,4,1,38,1,1,1,2
70886,2,6,1,52,1,1,1,3
70887,2,5,2,33,2,1,1,1
71022,1,4,1,60,2,1,4,2
71035,1,5,2,33,1,1,1,1
71036,2,1,2,57,1,1,1,3
71037,1,4,1,38,1,1,1,3
71038,1,4,1,62,1,1,1,3
71039,1,1,1,28,1,1,1,4
71040,1,1,1,43,1,1,1,3
71041,1,1,1,72,1,1,1,3
71042,1,4,1,62,1,1,1,3
71043,1,4,1,38,1,1,1,2
71044,1,6,1,62,1,1,1,2
71045,1,3,1,43,1,1,1,3
71046,2,5,1,38,1,1,1,5
71047,2,4,1,57,2,1,1,5
71048,2,5,1,38,2,1,1,1
71049,3,2,2,28,3,1,1,1
71050,3,1,2,57,4,1,1,1
71051,1,4,1,38,1,1,1,3
71052,1,3,1,82,1,1,1,3
71053,1,4,1,38,1,1,1,2
71054,1,4,1,38,1,1,1,3
71055,1,1,1,72,1,1,1,3
71056,1,2,1,43,1,1,1,3
71057,1,2,1,43,1,1,1,3
71058,1,3,1,62,1,1,1,3
71059,1,3,1,82,1,1,1,3
71150,1,4,1,38,1,1,1,3
71151,1,2,1,43,1,1,1,3
71152,1,4,1,38,1,1,1,2
71153,1,3,1,82,1,1,1,3
71154,1,4,1,38,1,1,1,3
71155,1,6,1,38,1,1,1,2
71156,1,1,1,43,1,1,1,3
71157,1,1,1,28,1,1,1,4
71158,1,1,1,72,1,1,1,3
71159,1,2,1,43,1,1,1,3
71160,1,3,1,43,1,1,1,3
71161,3,1,1,43,1,1,1,3
71245,1,1,1,43,1,1,1,3
71246,1,3,1,43,1,1,1,3
71247,1,3,1,62,1,1,1,3
71248,1,2,1,43,1,1,1,3
71249,2,2,1,52,1,1,1,4
71250,2,4,1,43,1,1,1,2
71251,3,1,2,28,1,1,1,2
71252,3,5,1,23,1,1,1,5
71253,1,1,1,62,2,1,1,1
71254,1,1,1,62,2,1,1,1
71255,1,6,1,62,1,1,1,2
71256,1,6,1,33,1,1,1,1
71257,2,1,1,57,1,1,1,2
71258,2,2,1,52,1,1,1,2
71259,2,3,1,48,1,1,1,1
71260,1,2,2,38,1,1,1,3
71261,1,5,2,33,1,1,1,1
71278,3,1,2,28,1,1,4,2
71290,1,5,2,33,1,1,1,1
71291,1,5,1,28,1,1,1,1
71292,2,1,1,57,1,1,1,2
71293,2,2,1,52,1,1,1,4
71294,2,6,2,38,1,1,1,1
71295,3,3,1,48,1,1,1,4
71296,3,4,1,33,1,1,1,3
71297,2,2,1,52,1,1,1,4
71298,2,1,1,52,1,1,1,3
71299,3,2,1,48,1,1,1,3
71300,2,2,1,57,2,1,1,3
71301,1,5,1,28,1,1,1,1
71302,1,5,1,60,1,1,1,3
71303,1,6,1,33,1,1,1,1
71304,1,6,1,62,1,1,1,2
71305,1,6,1,38,1,1,1,2
71306,1,6,1,33,1,1,1,1
71307,2,1,2,57,1,1,1,3
71308,2,1,1,57,1,1,1,2
71309,2,2,1,52,1,1,1,4
71310,2,3,1,48,1,1,1,1
71311,2,6,1,48,2,1,1,2
71312,2,5,1,57,2,1,1,5
71313,2,4,1,57,2,1,1,5
71314,2,5,1,38,2,1,1,1
71315,2,4,1,38,2,1,1,5
71316,2,1,1,38,2,1,1,4
71317,2,5,2,62,1,1,1,3
71324,1,3,1,55,2,1,1,3
71325,1,2,2,38,1,1,1,3
71326,1,4,1,38,1,1,1,2
71327,1,4,1,38,1,1,1,3
71328,1,2,1,43,1,1,1,3
71329,1,1,1,72,1,1,1,3
71330,1,2,1,43,1,1,1,3
71331,1,3,1,82,1,1,1,3
71332,1,4,1,38,1,1,1,2
71333,1,4,1,38,1,1,1,3
71334,1,2,1,43,1,1,1,3
71335,1,1,1,72,1,1,1,3
71336,1,1,1,28,1,1,1,4
71337,1,1,1,72,1,1,1,3
71338,1,2,1,43,1,1,1,3
71339,1,3,1,62,1,1,1,3
71340,1,3,1,82,1,1,1,3
71341,1,4,1,38,1,1,1,2
71342,1,2,1,43,1,1,1,3
71343,1,1,1,72,1,1,1,3
71344,1,3,1,43,1,1,1,3
71345,1,3,1,62,1,1,1,3
71346,1,4,1,38,1,1,1,3
71347,1,4,1,38,1,1,1,2
71348,1,4,1,38,1,1,1,3
71349,1,1,1,72,1,1,1,3
71350,1,2,1,43,1,1,1,3
71351,2,5,2,33,2,1,1,1
71352,2,2,1,57,2,1,1,3
71353,2,2,1,38,2,1,1,3
71354,2,5,1,38,2,1,1,1
71355,3,1,1,57,2,1,1,1
71356,3,4,2,52,2,1,1,1
71357,3,2,2,28,3,1,1,1
71358,3,1,2,57,4,1,1,1
71359,3,1,2,33,4,1,1,4
71361,1,4,1,38,1,1,1,3
71362,1,5,1,60,1,1,1,3
71363,1,5,1,28,1,1,1,1
71364,1,4,1,62,1,1,1,3
71365,1,1,1,72,1,1,1,3
71366,1,3,1,82,1,1,1,3
71367,1,4,1,62,1,1,1,3
71368,1,2,1,43,1,1,1,3
71369,1,1,1,28,1,1,1,4
71370,1,5,1,60,1,1,1,3
71371,1,6,1,33,1,1,1,1
71372,3,2,1,48,1,1,1,3
71373,3,1,2,33,4,1,1,4
71374,3,1,2,57,4,1,1,1
71375,3,2,2,48,4,1,1,1
71376,2,4,1,43,1,1,1,2
71377,2,5,1,62,1,1,1,2
71378,2,4,1,67,1,1,1,2
71379,2,1,1,52,1,1,1,3
71380,3,3,1,48,1,1,1,1
71381,3,5,1,48,2,1,1,1
71382,3,2,1,43,2,1,1,3
71383,3,2,1,28,3,1,1,4
71384,3,5,1,20,3,1,1,1
71385,1,3,1,43,1,1,1,3
71386,1,3,1,62,1,1,1,3
71387,3,6,1,48,1,1,1,1
71388,3,4,1,28,3,1,1,1
71389,3,2,2,28,3,1,1,1
71390,3,4,1,48,3,1,1,2
71391,3,5,2,26,3,1,1,2
71392,3,6,1,48,2,1,1,3
71410,2,6,2,38,1,1,1,1
71411,2,6,1,52,1,1,1,3
71412,2,6,2,38,1,1,1,1
71413,1,1,1,28,1,1,1,4
71414,1,6,1,62,1,1,1,2
71415,1,1,2,38,2,1,1,2
71416,1,3,1,62,3,1,1,2
71424,3,2,1,48,1,1,1,3
71425,3,3,1,48,1,1,1,1
71426,2,5,1,38,1,1,1,5
71427,2,4,1,67,1,1,1,2
71428,3,2,1,48,1,1,1,3
71429,3,2,2,28,3,1,1,1
71438,2,2,1,52,1,1,2,4
71439,2,5,1,62,1,1,2,2
71440,1,1,1,43,1,1,2,3
71441,1,2,2,38,1,1,2,3
71442,4,2,1,43,1,1,2,2
71443,2,3,1,57,2,1,2,2
71444,4,1,1,48,1,1,2,2
71445,4,2,1,38,1,1,2,2
71503,1,5,2,33,1,1,4,1
71504,1,1,1,43,1,1,4,3
71505,3,6,1,48,1,1,4,1
71506,4,2,2,28,2,1,4,1
71507,4,3,2,43,2,1,4,2
71533,1,2,2,38,1,1,2,3
71534,4,3,2,23,1,1,2,2
71535,4,6,2,38,4,1,2,1
71536,3,2,2,28,3,1,2,1
71537,2,3,2,52,1,1,2,2
71538,2,3,2,52,1,1,2,2
71539,2,2,1,52,1,1,2,4
71540,2,2,1,52,1,1,2,4
71541,2,2,1,52,1,1,2,2
71542,2,2,1,52,1,1,2,2
71543,4,6,1,28,2,1,2,2
71544,4,3,2,43,2,1,2,2
71545,4,4,2,33,3,1,2,5
71546,4,4,2,33,3,1,2,5
71547,4,4,1,28,3,1,2,1
71548,4,4,1,28,3,1,2,1
71549,4,3,2,38,3,1,2,3
71550,4,3,2,38,3,1,2,3
71595,1,6,1,62,1,1,1,2
71596,1,1,1,62,3,1,1,2
71597,1,3,1,62,1,1,1,3
71613,1,3,1,82,1,1,1,3
71614,1,4,1,38,1,1,1,2
71615,1,5,1,60,1,1,1,3
71616,1,2,1,43,1,1,1,3
71617,1,4,1,62,1,1,1,3
71618,1,4,1,38,1,1,1,3
71619,1,1,1,43,1,1,1,3
71620,3,6,1,48,1,1,1,1
71621,3,4,1,43,1,1,1,1
71622,3,2,1,33,1,1,1,1
71623,3,1,1,43,1,1,1,3
71624,2,2,1,57,2,1,1,3
71634,3,1,1,43,1,1,1,3
72182,3,3,1,48,1,1,1,4
72183,2,5,1,62,1,1,1,2
72184,1,1,1,28,1,1,1,4
72185,1,5,1,28,1,1,1,1
72403,2,4,1,67,1,1,1,2
72426,2,1,2,57,1,1,1,3
72427,2,6,1,52,1,1,1,3
72428,3,1,1,43,1,1,1,3
72429,3,1,2,23,1,1,1,1
72430,3,4,2,28,2,1,1,2
72431,3,6,1,48,2,1,1,3
72432,3,6,1,50,2,1,1,5
72433,3,3,1,48,1,1,1,4
72434,3,6,1,43,2,1,1,1
72459,2,1,1,57,1,1,2,2
72460,2,2,1,52,1,1,2,4
72461,2,5,2,62,1,1,2,3
72462,2,3,2,52,1,1,2,2
72463,2,3,1,38,1,1,2,1
72464,2,4,1,43,1,1,2,2
72465,2,3,2,52,1,1,2,2
72476,1,1,1,43,1,1,1,3
72477,1,3,1,62,1,1,1,3
72478,1,5,1,60,1,1,1,3
72479,1,2,1,62,2,1,1,2
72480,1,2,1,43,3,1,1,2
72481,3,1,1,57,2,1,1,1
72482,3,2,1,43,2,1,1,3
72483,3,2,1,33,2,1,1,3
72484,3,5,2,26,3,1,1,2
72485,3,5,2,20,3,1,1,5
72486,3,3,1,55,3,1,1,1
72487,3,6,1,38,3,1,1,1
72488,2,1,1,57,1,1,1,2
72489,2,3,1,57,2,1,1,2
72594,1,4,2,43,2,1,1,1
72595,3,1,1,43,3,1,1,2
72596,3,2,2,28,3,1,1,1
72597,3,6,1,57,3,1,1,1
72598,3,1,2,57,4,1,1,1
72599,3,1,2,33,4,1,1,4
72600,3,1,2,57,4,1,1,1
72601,2,5,1,38,2,1,1,1
72602,2,5,1,57,2,1,1,5
72603,2,1,1,38,2,1,1,4
72604,2,4,1,38,2,1,1,5
72605,2,1,1,38,2,1,1,4
72606,1,6,1,38,1,1,1,2
72607,3,2,2,28,3,1,1,1
72608,3,1,2,57,4,1,1,1
72609,3,3,1,48,1,1,1,4
72610,3,6,1,48,1,1,1,5
72611,3,3,1,48,1,1,1,4
72612,3,3,1,48,1,1,1,4
72613,3,6,1,48,1,1,1,5
72614,3,3,1,33,2,1,1,2
72615,3,5,1,33,2,1,1,2
72616,3,5,1,33,2,1,1,2
72617,3,5,1,33,2,1,1,3
72618,3,4,2,28,2,1,1,2
72619,3,6,1,50,2,1,1,5
72620,3,6,1,43,2,1,1,1
72621,2,1,1,38,2,1,1,4
72622,3,4,2,18,3,1,1,4
72623,3,6,1,48,1,1,1,5
72624,3,1,2,57,4,1,1,1
72625,3,1,2,33,4,1,1,4
72664,1,4,1,38,1,1,1,3
72665,1,3,1,43,1,1,1,3
72666,1,3,1,82,1,1,1,3
72667,1,3,1,82,1,1,1,3
72668,2,2,1,38,2,1,1,3
72669,3,3,2,48,1,1,1,2
72670,3,3,1,48,1,1,1,1
72671,3,4,1,33,1,1,1,3
72672,3,6,1,48,1,1,1,1
72673,3,2,1,43,2,1,1,3
72674,3,4,1,28,3,1,1,1
72675,3,1,1,77,3,1,1,1
72676,3,3,1,33,2,1,1,2
72677,3,2,1,48,1,1,1,3
72678,3,6,1,48,1,1,1,1
72679,1,3,1,82,1,1,1,3
72680,3,6,1,48,1,1,1,1
72726,2,6,1,52,1,1,1,3
72727,2,4,1,67,1,1,2,2
72728,2,5,2,62,1,1,2,3
72729,2,4,1,57,2,1,2,5
72730,2,3,1,57,2,1,2,4
72731,2,2,1,38,2,1,2,3
72732,2,1,1,67,2,1,2,3
72733,2,2,1,57,2,1,2,3
72734,2,5,1,57,2,1,2,5
72735,2,4,1,62,2,1,2,2
72736,2,2,1,57,2,1,2,3
72737,2,4,1,57,2,1,2,5
72738,2,4,1,57,2,1,2,5
72740,1,1,1,28,1,1,1,4
72753,1,4,1,62,1,1,1,3
72754,1,1,1,28,1,1,1,4
72755,1,1,1,28,1,1,1,4
72756,1,4,1,38,1,1,1,2
72757,1,4,1,38,1,1,1,3
72758,1,3,1,82,1,1,1,3
72759,1,6,1,62,1,1,1,2
72760,1,6,1,38,1,1,1,2
72761,1,2,1,28,3,1,1,1
72762,1,1,1,62,3,1,1,2
72763,2,1,2,57,1,1,1,3
72764,2,6,1,52,1,1,1,3
72765,2,2,1,52,1,1,1,4
72766,3,6,1,48,2,1,1,3
72793,2,5,2,33,2,1,4,1
72797,1,3,1,43,1,1,1,3
72798,1,6,1,62,1,1,1,2
72799,1,1,1,62,3,1,1,1
72800,1,1,1,38,3,1,1,2
72801,1,5,2,62,2,1,1,1
72802,2,2,1,52,1,1,1,4
72803,1,3,1,62,3,1,1,2
72804,2,2,1,52,1,1,1,4
72805,2,3,1,48,1,1,1,1
72806,2,5,1,38,1,1,1,5
72807,2,4,1,38,2,1,1,5
72808,2,2,1,38,2,1,1,3
72809,2,2,1,57,2,1,1,3
72810,2,4,1,62,2,1,1,2
72811,2,5,1,38,1,1,1,5
72812,2,3,1,57,2,1,1,2
72813,2,2,1,57,2,1,1,3
72814,2,2,1,38,2,1,1,3
72815,3,6,1,48,2,1,1,3
72816,2,2,1,57,2,1,1,3
72817,2,2,1,57,2,1,1,3
72818,3,6,1,28,1,1,1,4
72819,3,6,1,28,1,1,1,4
72820,3,5,1,23,1,1,1,5
72821,3,5,1,23,1,1,1,5
72822,3,5,1,33,1,1,1,1
72823,3,5,1,33,1,1,1,1
72824,2,6,2,38,1,1,3,1
72825,2,5,2,62,1,1,3,3
72826,2,6,1,52,1,1,3,3
72827,1,6,1,33,1,1,3,1
72828,3,2,1,48,1,1,3,2
72829,3,2,1,48,1,1,3,3
72830,3,5,1,23,1,1,3,5
72831,4,4,1,33,1,1,3,2
72832,2,6,1,48,2,1,2,2
72833,2,6,1,48,2,1,2,2
72834,1,1,1,43,1,1,1,3
72835,1,1,1,72,1,1,1,3
72836,1,5,1,38,2,1,1,1
72837,2,1,1,52,1,1,1,3
72853,2,5,1,38,1,1,2,5
72866,1,6,1,33,1,1,1,1
72867,1,5,1,28,1,1,1,1
72868,3,3,2,48,1,1,1,2
72898,1,3,1,43,1,1,1,3
72903,3,5,1,33,2,1,1,2
72904,3,1,1,43,3,1,1,2
72905,1,3,1,82,1,1,1,3
72906,1,3,1,82,1,1,1,3
72907,1,4,1,60,2,1,1,2
72914,1,1,1,28,1,1,1,4
72915,1,2,1,43,1,1,1,3
72916,1,3,1,43,1,1,1,3
72917,1,2,1,43,1,1,1,3
72918,1,3,1,82,1,1,1,3
72919,1,1,1,43,1,1,1,3
72920,1,3,1,82,1,1,1,3
72921,1,2,1,43,1,1,1,3
72924,2,5,2,33,2,1,5,1
73368,1,5,1,60,1,1,1,3
73369,1,6,1,33,1,1,1,1
73370,1,6,1,33,1,1,1,1
73371,1,4,1,38,1,1,1,3
73372,1,5,1,38,2,1,1,1
73373,1,5,1,38,2,1,1,1
73374,1,5,1,38,2,1,1,2
73441,1,3,1,82,1,1,1,3
73442,1,2,1,43,1,1,1,3
73443,1,2,2,38,1,1,1,3
73444,1,1,1,43,1,1,1,3
73445,1,1,1,62,2,1,1,1
73450,1,2,1,43,1,1,1,3
73451,1,5,2,33,1,1,1,1
73452,3,5,2,20,3,1,1,5
73453,3,5,2,26,3,1,1,2
73454,3,6,1,38,3,1,1,2
73455,3,5,1,20,3,1,1,1
73456,3,1,2,33,4,1,1,4
73457,2,2,1,52,1,1,1,4
73458,2,6,1,52,1,1,1,3
73459,2,5,1,38,2,1,1,1
73460,2,3,1,57,2,1,1,4
73461,2,2,1,57,2,1,1,3
73462,2,3,1,38,2,1,1,1
73463,3,2,1,48,1,1,1,3
73464,3,3,1,48,1,1,1,1
73465,1,4,1,62,1,1,1,3
73466,1,1,1,43,1,1,1,3
73467,1,4,1,38,1,1,1,3
73468,3,2,1,33,2,1,1,3
73469,3,5,2,20,3,1,1,5
73516,3,1,2,28,1,1,1,2
73559,1,5,1,60,1,1,1,3
73560,1,2,1,43,1,1,1,3
73561,1,4,1,38,1,1,1,2
73562,1,5,1,60,1,1,1,3
73563,1,2,1,43,1,1,1,3
73564,1,4,1,38,1,1,1,2
73565,2,6,2,38,1,1,1,1
73566,2,1,1,52,1,1,1,3
73583,2,1,2,57,1,1,1,3
73584,2,1,1,52,1,1,1,3
73585,1,4,1,38,1,1,1,2
73592,3,6,1,48,2,1,1,3
73593,3,2,1,28,3,1,1,3
73594,2,1,1,57,1,1,1,2
73595,2,4,1,43,1,1,1,2
73596,2,5,2,62,1,1,1,3
73597,2,5,1,38,1,1,1,5
73598,2,6,1,52,1,1,1,3
73599,1,2,2,38,1,1,1,3
73600,1,4,1,62,1,1,1,3
73630,1,4,1,62,1,1,1,3
73631,1,3,1,82,1,1,1,3
73632,1,3,1,82,1,1,1,3
73633,1,1,1,28,1,1,1,4
73634,1,2,2,33,2,1,1,1
73635,1,2,2,33,2,1,1,1
73636,1,2,1,48,2,1,1,2
73637,1,6,1,33,2,1,1,1
73638,1,6,1,33,2,1,1,1
73639,1,5,2,62,2,1,1,1
73640,2,2,1,57,2,1,1,3
73641,3,5,1,33,2,1,1,2
73642,3,2,1,28,3,1,1,4
73643,3,5,2,20,3,1,1,5
73714,1,2,2,38,1,1,1,3
73715,1,5,2,33,1,1,1,1
73716,1,2,2,33,2,1,1,1
73717,1,6,1,33,2,1,1,1
73718,1,6,1,38,2,1,1,2
73719,3,3,1,48,2,1,1,3
73720,2,4,1,67,1,1,1,2
73729,2,4,1,57,2,1,2,5
